2-faced,farced_facet_fazed_faces_face
cliche,adage_banality_bromide_buzzword_commonplace
cliched,stereotypical_quintessential_average_classic_conventional
clique,clan_cabal_coterie_faction_posse
clog,encumbrance_blockade_snag_obstruction_drag
clogged,plug_obstruct_congest_choke_impede
clogs,encumbrance_blockade_snag_obstruction_drag
cloud,gloom_vapor_darkness_fog_smoke
clouding,gloom_vapor_darkness_fog_smoke
cloudy,opaque_misty_dense_dim_murky
clueless,bewildered_perplexed_doubtful_thrown_lost
clumsy,bulky_ungainly_unwieldy_inept_ponderous
clunky,bulky_heavy_embarrassing_unwieldy_ponderous
coarse,boorish_rude_gruff_ribald_vulgar
cocky,brash_self-confident_presumptuous_confident_overconfident
coerce,bully_intimidate_suppress_repress_strong-arm
coercion,persuasion_intimidation_duress_force_constraint
coercive,bullying_violent_forced_forceful_intimidating
cold,wintry_crisp_snowy_frozen_brisk
coldly,cruelly_deliberately_indifferently_intentionally_calculatedly
collapse,crash_catastrophe_failure_disruption_debacle
collude,connive_plot_intrigue
collusion,deceit_scam_conspiracy_graft_complicity
combative,contentious_energetic_cantankerous_belligerent_bellicose
combust,ignite_flame_blaze_catch fire_catch on fire
comical,whimsical_funny_farcical_humorous_ludicrous
commiserate,sympathize_pity_console_feel_compassionate
commonplace,mundane_customary_prevalent_normal_obvious
commotion,annoyance_upheaval_fuss_turbulence_agitation
commotions,annoyance_upheaval_fuss_turbulence_agitation
complacent,self-righteous_satisfied_confident_smug_pleased
complain,moan_criticize_lament_disagree_grumble
complained,moan_criticize_lament_disagree_grumble
complaining,grumbling_discontented_weeping_lamenting_mourning
complains,moan_criticize_lament_disagree_grumble
complaint,criticism_grievance_objection_gripe_protest
complaints,criticism_grievance_objection_gripe_protest
complex,complicated_convoluted_manifold_composite_conglomerate
complicated,troublesome_perplexing_problematic_hard_arduous
complication,confusion_snag_difficulty_complexity_obstacle
complicit,conniving_scheming_deceitful_duplicitous_adept
compulsion,coercion_obsession_urgency_preoccupation_duty
compulsive,enthusiastic_passionate_uncontrollable_irresistible_compelling
concede,relinquish_cede_hand over_quit_confess
conceded,relinquish_cede_hand over_quit_confess
conceit,arrogance_narcissism_self-love_swagger_complacency
conceited,arrogant_cocky_gall_ham_immodest
concen,concerns_convene_concentu_consent_conceal
concens,convenes_concern_concentus_conceals_concentu
concern,interest_matter_thing_involvement_burden
concerned,distressed_anxious_uneasy_uptight_disturbed
concerns,interest_matter_thing_involvement_burden
concession,acknowledgment_deal_grant_admission_compromise
concessions,acknowledgment_deal_grant_admission_compromise
condemn,criticize_sentence_punish_denounce_censure
condemnable,blamable_criminal_culpable_disgraceful_reprehensible
condemnation,accusation_denunciation_judgment_censure_disapproval
condemned,doomed_damned_fated_convicted
condemns,criticize_sentence_punish_denounce_censure
condescend,vouchsafe_accord_submit_acquiesce_grant
condescending,snooty_patronizing_arrogant_complaisant_disdainful
condescendingly,condescendence
condescension,patronage_toleration_haughtiness_civility_airs
confess,disclose_reveal_acknowledge_confide_prove
confession,disclosure_story_acknowledgment_revelation_admission
confessions,disclosure_story_acknowledgment_revelation_admission
confined,restricted_cramped_imprisoned_restrained_cramp
conflict,combat_clash_competition_strife_struggle
conflicted,vary_differ_disagree_disturb_contend
conflicting,clashing_incompatible_antagonistic_adverse_opposing
conflicts,combat_clash_competition_strife_struggle
confound,mystify_perplex_bewilder_discombobulate_rattle
confounded,perplexed_bewildered_disconcerted_befuddled
confounding,mystify_perplex_bewilder_discombobulate_rattle
confront,defy_resist_accost_repel_oppose
confrontation,contest_showdown_fight_battle_strife
confrontational,combative_adversarial_antagonistic_bellicose_adverse
confuse,unsettle_perturb_puzzle_disconcert_confound
confused,muddled_bewildered_perplexed_puzzled_distracted
confuses,unsettle_perturb_puzzle_disconcert_confound
confusing,perplexing_upsetting_baffling_complex_complicated
confusion,turmoil_bewilderment_embarrassment_turbulence_distraction
confusions,turmoil_bewilderment_embarrassment_turbulence_distraction
congested,crowded_teeming_overcrowded_jammed_stuffed
congestion,traffic jam_bottleneck_profusion_jam_mass
cons,fraud_deception_mockery_cheat_crime
conscons,concerns_concisions_consignees_consigners_gascons
conservative,traditional_timid_reactionary_middle-of-the-road_firm
conspicuous,discernible_noticeable_evident_distinct_apparent
conspicuously,officially_clearly_plainly_evidently_expressly
conspiracies,plot_sedition_scheme_treason_league
conspiracy,plot_sedition_scheme_treason_league
conspirator,collaborator_traitor_accomplice_subversive_betrayer
conspiratorial,clandestine_covert_surreptitious_artful_calculating
conspire,collude_connive_cooperate_maneuver_wire
consternation,bewilderment_anxiety_fright_confusion_alarm
contagious,deadly_spreading_infectious_endemic_poisonous
contaminate,harm_pollute_injure_tarnish_infect
contaminated,harm_pollute_injure_tarnish_infect
contaminates,harm_pollute_injure_tarnish_infect
contaminating,harm_pollute_injure_tarnish_infect
contamination,contagion_disease_epidemic_infection_corruption
contempt,distaste_mockery_derision_condescension_antipathy
contemptible,worthless_vile_disgusting_odious_abhorrent
contemptuous,derisive_haughty_insulting_disrespectful_condescending
contemptuously,arrogantly_haughtily_insolently
contend,vie_confront_cope_resist_grapple
contention,argument_controversy_struggle_rivalry_conflict
contentious,testy_antagonistic_combative_argumentative_belligerent
contort,writhe_deform_convolute_torture_curve
contortions,deformity_unsightliness_pout_twist_grimace
contradict,contravene_deny_repudiate_counter_differ
contradiction,disagreement_discrepancy_conflict_difference_inconsistency
contradictory,conflicting_antithetical_incompatible_contrary_inconsistent
contrariness,polarity_contradistinction_antithesis_contradiction_contrariety
contravene,hinder_overstep_impugn_violate_repudiate
contrive,improvise_concoct_fabricate_devise_dream up
contrived,phony_forced_affected_elaborate_strained
controversial,questionable_contentious_dubious_arguable_argumentative
controversy,squabble_fuss_discussion_argument_strife
convoluted,perplexing_puzzling_tortuous_tangled_intricate
corrode,impair_rot_erode_rust_deteriorate
corrosion,decomposition_erosion_deterioration_rust_decay
corrosions,decomposition_erosion_deterioration_rust_decay
corrosive,trenchant_destructive_incisive_acerbic_caustic
corrupt,unscrupulous_crooked_shady_rotten_fraudulent
corrupted,depraved_perverted
corrupting,noxious_pernicious_pestiferous_pestilent
corruption,fraud_nepotism_crime_exploitation_malfeasance
corrupts,unscrupulous_crooked_shady_rotten_fraudulent
corruptted,corrugated_irrupted_corrupt_corruptive_corrected
costlier,valuable_dear_excessive_executive_exorbitant
costly,valuable_dear_excessive_executive_exorbitant
counter-productive,inimical_biased_discriminatory_unjust_hurtful
counterproductive,inimical_biased_discriminatory_unjust_hurtful
coupists,copiest_costs_copouts_casuists_typists
covetous,acquisitive_avaricious_avid_eager_envious
coward,wimp_poltroon_yellow_pessimist_chicken
cowardly,dastardly_afraid_anxious_apprehensive_backward
crabby,acid_acrid_acrimonious_awkward_bad-tempered
crack,superior_expert_ace_crackerjack_pro
cracked,broken_damaged_crazed_split_fractured
cracks,superior_expert_ace_crackerjack_pro
craftily,shrewdly_intelligently_secretly_cunningly_foxily
craftly,crafty_craft_crafts_crafted_greatly
crafty,wily_shrewd_slick_insidious_cagey
cramp,pain_twinge_stiffness_ache_convulsion
cramped,small_narrow_packed_tiny_crowded
cramping,pain_twinge_stiffness_ache_convulsion
cranky,grouchy_cantankerous_ornery_ugly_irritable
crap,idiocy_drivel_bunk_foolishness_baloney
crappy,cheap_inferior_lousy_shoddy_trashy
craps,idiocy_drivel_bunk_foolishness_baloney
crash,blast_clash_sound_smash_din
crashed,smash_crunch_fragment_disintegrate_splinter
crashes,blast_clash_sound_smash_din
crashing,utter_sheer_total_complete_plain
crass,boorish_churlish_vulgar_stupid_rude
craven,mean-spirited_chicken_yellow_cowardly_dastardly
cravenly,craven_gravely_gravelly_ravingly_gravel
craze,fever_rage_trend_mania_passion
crazily,madly_wildly_insanely_hastily_irrationally
craziness,madness_silliness_absurdity_nonsense_insanity
crazy,insane_nuts_wacky_kooky_nutty
creak,squeak_screech_groan_sound_scratch
creaking,squeak_screech_groan_sound_scratch
creaks,squeak_screech_groan_sound_scratch
credulous,believing_born yesterday_easy mark_green_simple
creep,slither_glide_slink_lurk_sneak
creeping,dragging_groveling_crawling_sneaking_inching
creeps,slither_glide_slink_lurk_sneak
creepy,eerie_macabre_sinister_disgusting_ghoulish
crept,slither_glide_slink_lurk_sneak
crime,case_lawlessness_violation_felony_misdemeanor
criminal,scandalous_illegal_unlawful_vicious_illegitimate
cringe,cower_quiver_tremble_kneel_wince
cringed,cower_quiver_tremble_kneel_wince
cringes,cower_quiver_tremble_kneel_wince
cripple,paralyze_immobilize_sap_injure_debilitate
crippled,damaged_harmed_deformed_handicapped_broken
cripples,paralyze_immobilize_sap_injure_debilitate
crippling,paralyze_immobilize_sap_injure_debilitate
crisis,crunch_dilemma_catastrophe_emergency_pressure
critic,pundit_expert_cartoonist_authority_judge
critical,demanding_analytical_biting_captious_carping
criticism,comment_assessment_review_critique_opinion
criticisms,comment_assessment_review_critique_opinion
criticize,excoriate_chastise_denounce_chide_blame
criticized,excoriate_chastise_denounce_chide_blame
criticizing,excoriate_chastise_denounce_chide_blame
critics,pundit_expert_cartoonist_authority_judge
cronyism,toleration_disdain_civility_deference_patronizing
crook,rogue_villain_swindler_racketeer_scoundrel
crooked,curving_meandering_twisted_sinuous_winding
crooks,rogue_villain_swindler_racketeer_scoundrel
crowded,full_teeming_cramped_jammed_loaded
crowdedness,traffic jam_bottleneck_profusion_jam_mass
crude,boorish_indecent_rude_savage_cheap
cruel,atrocious_heartless_harsh_ruthless_inhuman
crueler,atrocious_heartless_harsh_ruthless_inhuman
cruelest,atrocious_heartless_harsh_ruthless_inhuman
cruelly,brutally_viciously_inhumanly
cruelness,depth_violence_savagery_brutality_fury
cruelties,savagery_torture_inhumanity_malice_barbarity
cruelty,savagery_torture_inhumanity_malice_barbarity
crumble,break up_collapse_tumble_disintegrate_decay
crumbling,decaying_breaking_collapsing_disintegrating_breaking up
crummy,second-rate_miserable_rotten_shabby_cheap
crumple,crush_buckle_scrunch_screw_wad
crumpled,crush_buckle_scrunch_screw_wad
crumples,crush_buckle_scrunch_screw_wad
crush,throng_horde_multitude_huddle_tumult
crushed,crumble_beat_bruise_squash_mash
crushing,crumble_beat_bruise_squash_mash
cry,sob_howl_lament_blubber_bawling
culpable,reprehensible_responsible_guilty_liable_amiss
culprit,miscreant_offender_fugitive_felon_wrongdoer
cumbersome,bulky_heavy_embarrassing_unwieldy_ponderous
cunt,pussy_bitch_muff_box_clit
cunts,pussy_bitch_muff_box_clit
cuplrit,couplet_clarity_coupled_claret_polarity
curse,bane_obscenity_expletive_profanity_whammy
cursed,confounded_blessed_accursed_blasted_excommunicate
curses,bane_obscenity_expletive_profanity_whammy
curt,pithy_offhand_terse_concise_brusque
cuss,blasphemy_obscenity_expletive_curse_four-letter word
cussed,curse_blaspheme_use profanity
cutthroat,ferocious_vicious_savage_barbarous_bloodthirsty
cynical,contemptuous_derisive_ironic_misanthropic_mocking
cynicism,doubt_distrust_pessimism_bitterness_sarcasm
d*mn,mn_den_din_don_dun
damage,blow_devastation_harm_illness_hardship
damaged,injured_impaired_run-down_gone_shot
damages,amends_bill_charge_compensation_expense
damaging,harmful_prejudicial_ruinous_detrimental_injurious
damn,curse_excoriate_expel_abuse_confound
damnable,abhorrent_abominable_accursed_blessed_culpable
damnably,amenable_dumbly_tamable_terminable_tenable
damnation,condemnation_suffering_torment_perdition_hell
damned,darned_lousy_reprobate_infernal_lost
damning,incriminating_fatal_ruinous_damnatory
damper,restraint_depressant_chill_wet blanket
danger,peril_risk_probability_exposure_insecurity
dangerous,treacherous_unhealthy_threatening_deadly_unsafe
dangerousness,rancorousness_congruousness_decorousness_dangerous_tangerines
dark,dim_misty_murky_shadowy_overcast
darken,dim_obscure_blacken_overshadow_eclipse
darkened,dim_obscure_blacken_overshadow_eclipse
darker,dim_misty_murky_shadowy_overcast
darkness,gloom_obscurity_dusk_dark_blackness
dastard,poltroon_sneak_wimp_recreant_chicken
dastardly,cowardly_despicable_vile_contemptible_underhanded
daunt,dismay_discourage_dishearten_subdue_dispirit
daunting,dismay_discourage_dishearten_subdue_dispirit
dauntingly,doubtingly_dauntings_daintily_dotingly_taunting
dawdle,procrastinate_mosey_saunter_laze_loiter
daze,stupor_bewilderment_trance_shock_glaze
dazed,bewildered_stunned_disoriented
dead,late_lifeless_asleep_buried_deceased
deadbeat,debtor_parasite_sponge_loafer_moocher
deadlock,predicament_standstill_gridlock_dilemma_plight
deadly,savage_destructive_suicidal_murderous_pernicious
deadweight,load_duty_onus_hardship_strain
deaf,deafened_earless_hard of hearing_stone deaf_unable to hear
dearth,lack_inadequacy_paucity_deficiency_absence
death,ruination_decease_downfall_dissolution_repose
debacle,breakdown_devastation_crash_disaster_wreck
debase,disgrace_dishonor_cheapen_demean_demoralize
debasement,corruption_degradation_depravation
debaser,de base_de-base_debased_debater_debs
debatable,questionable_uncertain_problematic_dubious_doubtful
debauch,defile_pervert_pollute_inveigle_bastardize
debaucher,libertine_degenerate_scoundrel_Lothario_cad
debauchery,seduction_revelry_indulgence_sensuality_drunk
debilitate,eviscerate_attenuate_disable_cripple_exhaust
debilitating,eviscerate_attenuate_disable_cripple_exhaust
debility,enfeeblement_decrepitude_feebleness_disease_malaise
debt,bill_commitment_price tag_mortgage_indebtedness
debts,bill_commitment_price tag_mortgage_indebtedness
decadence,sensuality_downfall_dissolution_excess_lechery
decadent,depraved_immoral_evil_wanton_lost
decay,disrepair_corrosion_disintegration_impairment_decomposition
decayed,withered_addled_ruined_rank_wasted
deceit,fraud_deception_trickery_duplicity_hypocrisy
deceitful,duplicitous_disingenuous_hypocritical_artful_fraudulent
deceitfully,unscrupulously_dishonestly_disloyally_perfidiously_unfaithfully
deceitfulness,double-dealing_wile_duplicity_knavery
deceive,fool_trick_victimize_cheat_swindle
deceiver,cheat_swindler_imposter
deceivers,cheat_swindler_imposter
deceiving,fool_trick_victimize_cheat_swindle
deception,falsehood_fraud_trickery_duplicity_hypocrisy
deceptive,tricky_ambiguous_underhanded_deceitful_sneaky
deceptively,ably_knowingly_slyly_smartly_carefully
